,NAME,ZCTA,ZIP_TYPE,zip_join_type,PO_NAME,STATE,S1903_C03_015E,S1903_C03_034E
283,ZCTA5 01237,1237,Zip Code Area,Zip matches ZCTA,Lanesboro,MA,81786,39625
284,ZCTA5 01238,1238,Zip Code Area,Zip matches ZCTA,Lee,MA,98561,0
285,ZCTA5 01240,1240,Zip Code Area,Zip matches ZCTA,Lenox,MA,99531,38622
286,ZCTA5 01242,1242,Zip Code Area,Zip matches ZCTA,Lenox Dale,MA,0,0
287,ZCTA5 01243,1243,Zip Code Area,Zip matches ZCTA,Middlefield,MA,79375,28571
288,ZCTA5 01244,1244,Post Office or large volume customer,Zip matches ZCTA,Mill River,MA,50000,0
289,ZCTA5 01245,1245,Zip Code Area,Zip matches ZCTA,Monterey,MA,180536,44514
290,ZCTA5 01247,1247,Zip Code Area,Zip matches ZCTA,North Adams,MA,69375,34233
291,ZCTA5 01253,1253,Zip Code Area,Zip matches ZCTA,Otis,MA,99896,62708
292,ZCTA5 01254,1254,Zip Code Area,Zip matches ZCTA,Richmond,MA,117500,38021
293,ZCTA5 01255,1255,Zip Code Area,Zip matches ZCTA,Sandisfield,MA,81042,58250
294,ZCTA5 01256,1256,Zip Code Area,Zip matches ZCTA,Savoy,MA,51875,31667
295,ZCTA5 01257,1257,Zip Code Area,Zip matches ZCTA,Sheffield,MA,106000,48214
296,ZCTA5 01258,1258,Zip Code Area,Zip matches ZCTA,South Egremont,MA,102500,47639
297,ZCTA5 01259,1259,Zip Code Area,Zip matches ZCTA,Southfield,MA,110833,55417
298,ZCTA5 01260,1260,Post Office or large volume customer,Zip matches ZCTA,South Lee,MA,121771,0
299,ZCTA5 01262,1262,Zip Code Area,Zip matches ZCTA,Stockbridge,MA,67155,26875
300,ZCTA5 01262,1262,Post Office or large volume customer,Spatial join to ZCTA,Stockbridge,MA,67155,26875
301,ZCTA5 01264,1264,Zip Code Area,Zip matches ZCTA,Tyringham,MA,79688,24250
302,ZCTA5 01266,1266,Zip Code Area,Zip matches ZCTA,West Stockbridge,MA,91875,28750
303,ZCTA5 01267,1267,Zip Code Area,Zip matches ZCTA,Williamstown,MA,134219,45365
304,ZCTA5 01270,1270,Zip Code Area,Zip matches ZCTA,Windsor,MA,100625,43750
305,ZCTA5 01301,1301,Zip Code Area,Zip matches ZCTA,Greenfield,MA,66077,31471
306,ZCTA5 01301,1301,Post Office or large volume customer,Spatial join to ZCTA,Greenfield,MA,66077,31471
307,ZCTA5 01330,1330,Zip Code Area,Zip matches ZCTA,Ashfield,MA,95078,47059
308,ZCTA5 01331,1331,Zip Code Area,Zip matches ZCTA,Athol,MA,72901,28204
309,ZCTA5 01337,1337,Zip Code Area,Zip matches ZCTA,Bernardston,MA,78125,36550
310,ZCTA5 01338,1338,Zip Code Area,Zip matches ZCTA,Buckland,MA,62833,0
311,ZCTA5 01339,1339,Zip Code Area,Zip matches ZCTA,Charlemont,MA,64531,39111
312,ZCTA5 01340,1340,Zip Code Area,Zip matches ZCTA,Colrain,MA,70804,49271
313,ZCTA5 01341,1341,Zip Code Area,Zip matches ZCTA,Conway,MA,121250,53472
314,ZCTA5 01342,1342,Zip Code Area,Zip matches ZCTA,Deerfield,MA,111114,0
315,ZCTA5 01343,1343,Zip Code Area,Zip matches ZCTA,Drury,MA,97083,0
316,ZCTA5 01344,1344,Zip Code Area,Zip matches ZCTA,Erving,MA,88550,30486
317,ZCTA5 01346,1346,Zip Code Area,Zip matches ZCTA,Heath,MA,81964,93125
318,ZCTA5 01347,1347,Post Office or large volume customer,Zip matches ZCTA,Lake Pleasant,MA,0,0
319,ZCTA5 01349,1349,Zip Code Area,Zip matches ZCTA,Millers Falls,MA,70125,72500
320,ZCTA5 01350,1350,Zip Code Area,Zip matches ZCTA,Monroe Bridge,MA,0,30938
321,ZCTA5 01351,1351,Zip Code Area,Zip matches ZCTA,Montague,MA,98285,67647
322,ZCTA5 01354,1354,Zip Code Area,Zip matches ZCTA,Gill,MA,81731,36375
323,ZCTA5 01355,1355,Zip Code Area,Zip matches ZCTA,New Salem,MA,69725,57750
324,ZCTA5 01360,1360,Zip Code Area,Zip matches ZCTA,Northfield,MA,95491,36705
325,ZCTA5 01364,1364,Zip Code Area,Zip matches ZCTA,Orange,MA,75000,29118
326,ZCTA5 01366,1366,Zip Code Area,Zip matches ZCTA,Petersham,MA,91429,46250
327,ZCTA5 01367,1367,Zip Code Area,Zip matches ZCTA,Rowe,MA,74750,0
328,ZCTA5 01368,1368,Zip Code Area,Zip matches ZCTA,Royalston,MA,102112,43654
329,ZCTA5 01370,1370,Zip Code Area,Zip matches ZCTA,Shelburne Falls,MA,87386,37284
330,ZCTA5 01373,1373,Zip Code Area,Zip matches ZCTA,South Deerfield,MA,95735,58171
331,ZCTA5 01375,1375,Zip Code Area,Zip matches ZCTA,Sunderland,MA,92917,36976
332,ZCTA5 01376,1376,Zip Code Area,Zip matches ZCTA,Turners Falls,MA,68776,25610
333,ZCTA5 01378,1378,Zip Code Area,Zip matches ZCTA,Warwick,MA,86875,35536
334,ZCTA5 01379,1379,Zip Code Area,Zip matches ZCTA,Wendell,MA,77000,28750
335,ZCTA5 01379,1379,Post Office or large volume customer,Spatial join to ZCTA,Wendell Depot,MA,77000,28750
336,ZCTA5 01420,1420,Zip Code Area,Zip matches ZCTA,Fitchburg,MA,62929,43024
337,ZCTA5 01430,1430,Zip Code Area,Zip matches ZCTA,Ashburnham,MA,120478,77000
338,ZCTA5 01431,1431,Zip Code Area,Zip matches ZCTA,Ashby,MA,103370,64728
339,ZCTA5 01432,1432,Zip Code Area,Zip matches ZCTA,Ayer,MA,135982,56905
340,ZCTA5 01434,1434,Zip Code Area,Zip matches ZCTA,Devens,MA,99141,52286
341,ZCTA5 01436,1436,Zip Code Area,Zip matches ZCTA,Baldwinville,MA,98365,39167
342,ZCTA5 01438,1438,Post Office or large volume customer,Zip matches ZCTA,East Templeton,MA,101829,0
343,ZCTA5 01440,1440,Zip Code Area,Zip matches ZCTA,Gardner,MA,62108,33912
344,ZCTA5 01450,1450,Zip Code Area,Zip matches ZCTA,Groton,MA,177118,47250
345,ZCTA5 01450,1450,Post Office or large volume customer,Spatial join to ZCTA,Groton,MA,177118,47250
346,ZCTA5 01450,1450,Post Office or large volume customer,Spatial join to ZCTA,Groton,MA,177118,47250
347,ZCTA5 01450,1450,Post Office or large volume customer,Spatial join to ZCTA,West Groton,MA,177118,47250
348,ZCTA5 01451,1451,Zip Code Area,Zip matches ZCTA,Harvard,MA,194032,84792
349,ZCTA5 01452,1452,Zip Code Area,Zip matches ZCTA,Hubbardston,MA,109432,51019
350,ZCTA5 01453,1453,Zip Code Area,Zip matches ZCTA,Leominster,MA,86432,42543
351,ZCTA5 01460,1460,Zip Code Area,Zip matches ZCTA,Littleton,MA,140486,53324
352,ZCTA5 01462,1462,Zip Code Area,Zip matches ZCTA,Lunenburg,MA,109637,55644
353,ZCTA5 01463,1463,Zip Code Area,Zip matches ZCTA,Pepperell,MA,121172,51056
354,ZCTA5 01464,1464,Zip Code Area,Zip matches ZCTA,Shirley,MA,112974,48068
355,ZCTA5 01467,1467,Post Office or large volume customer,Zip matches ZCTA,Still River,MA,238571,0
356,ZCTA5 01468,1468,Zip Code Area,Zip matches ZCTA,Templeton,MA,103542,51615
357,ZCTA5 01469,1469,Zip Code Area,Zip matches ZCTA,Townsend,MA,106762,51188
358,ZCTA5 01473,1473,Post Office or large volume customer,Spatial join to ZCTA,Westminster,MA,116587,64779
359,ZCTA5 01473,1473,Zip Code Area,Zip matches ZCTA,Westminster,MA,116587,64779
360,ZCTA5 01474,1474,Zip Code Area,Zip matches ZCTA,West Townsend,MA,143309,72396
361,ZCTA5 01475,1475,Zip Code Area,Zip matches ZCTA,Winchendon,MA,101087,32500
362,ZCTA5 01501,1501,Zip Code Area,Zip matches ZCTA,Auburn,MA,105391,42297
363,ZCTA5 01503,1503,Zip Code Area,Zip matches ZCTA,Berlin,MA,113795,51333
364,ZCTA5 01504,1504,Zip Code Area,Zip matches ZCTA,Blackstone,MA,116156,38633
365,ZCTA5 01505,1505,Zip Code Area,Zip matches ZCTA,Boylston,MA,124213,49500
366,ZCTA5 01506,1506,Zip Code Area,Zip matches ZCTA,Brookfield,MA,110066,43750
367,ZCTA5 01507,1507,Zip Code Area,Zip matches ZCTA,Charlton,MA,112206,59712
368,ZCTA5 01507,1507,Post Office or large volume customer,Spatial join to ZCTA,Charlton City,MA,112206,59712
369,ZCTA5 01507,1507,Post Office or large volume customer,Spatial join to ZCTA,Charlton Depot,MA,112206,59712
370,ZCTA5 01510,1510,Zip Code Area,Zip matches ZCTA,Clinton,MA,92295,58883
371,ZCTA5 01515,1515,Zip Code Area,Zip matches ZCTA,East Brookfield,MA,80223,59375
372,ZCTA5 01516,1516,Zip Code Area,Zip matches ZCTA,Douglas,MA,127297,52455
373,ZCTA5 01518,1518,Zip Code Area,Zip matches ZCTA,Fiskdale,MA,93571,33500
374,ZCTA5 01519,1519,Zip Code Area,Zip matches ZCTA,Grafton,MA,144630,52425
375,ZCTA5 01520,1520,Zip Code Area,Zip matches ZCTA,Holden,MA,136559,57623
376,ZCTA5 01521,1521,Zip Code Area,Zip matches ZCTA,Holland,MA,91151,54615
377,ZCTA5 01522,1522,Zip Code Area,Zip matches ZCTA,Jefferson,MA,108365,77656
378,ZCTA5 01523,1523,Zip Code Area,Zip matches ZCTA,Lancaster,MA,109981,70455
379,ZCTA5 01524,1524,Zip Code Area,Zip matches ZCTA,Leicester,MA,98558,41066
380,ZCTA5 01525,1525,Post Office or large volume customer,Zip matches ZCTA,Linwood,MA,0,0
381,ZCTA5 01527,1527,Zip Code Area,Zip matches ZCTA,Millbury,MA,112409,36083
382,ZCTA5 01527,1527,Post Office or large volume customer,Spatial join to ZCTA,West Millbury,MA,112409,36083
383,ZCTA5 01529,1529,Zip Code Area,Zip matches ZCTA,Millville,MA,94250,44408
384,ZCTA5 01531,1531,Zip Code Area,Zip matches ZCTA,New Braintree,MA,102500,61477
385,ZCTA5 01532,1532,Zip Code Area,Zip matches ZCTA,Northborough,MA,157078,65135
386,ZCTA5 01534,1534,Zip Code Area,Zip matches ZCTA,Northbridge,MA,118533,48971
387,ZCTA5 01535,1535,Zip Code Area,Zip matches ZCTA,North Brookfield,MA,85300,54500
388,ZCTA5 01536,1536,Zip Code Area,Zip matches ZCTA,North Grafton,MA,121947,45217
389,ZCTA5 01537,1537,Zip Code Area,Zip matches ZCTA,North Oxford,MA,96714,51048
390,ZCTA5 01540,1540,Zip Code Area,Zip matches ZCTA,Oxford,MA,120504,32923
391,ZCTA5 01541,1541,Zip Code Area,Zip matches ZCTA,Princeton,MA,128472,89844
392,ZCTA5 01542,1542,Zip Code Area,Zip matches ZCTA,Rochdale,MA,110300,39042
393,ZCTA5 01543,1543,Zip Code Area,Zip matches ZCTA,Rutland,MA,133588,59340
394,ZCTA5 01545,1545,Zip Code Area,Zip matches ZCTA,Shrewsbury,MA,131993,54794
395,ZCTA5 01545,1545,Post Office or large volume customer,Spatial join to ZCTA,Shrewsbury,MA,131993,54794
396,ZCTA5 01550,1550,Zip Code Area,Zip matches ZCTA,Southbridge,MA,63910,32149
397,ZCTA5 01560,1560,Zip Code Area,Zip matches ZCTA,South Grafton,MA,122246,54275
398,ZCTA5 01561,1561,Post Office or large volume customer,Zip matches ZCTA,South Lancaster,MA,0,0
399,ZCTA5 01562,1562,Zip Code Area,Zip matches ZCTA,Spencer,MA,97860,32414
400,ZCTA5 01564,1564,Zip Code Area,Zip matches ZCTA,Sterling,MA,129675,87232
401,ZCTA5 01566,1566,Zip Code Area,Zip matches ZCTA,Sturbridge,MA,109567,42112
402,ZCTA5 01568,1568,Zip Code Area,Zip matches ZCTA,Upton,MA,137037,71250
403,ZCTA5 01569,1569,Post Office or large volume customer,Spatial join to ZCTA,North Uxbridge,MA,123576,67763
404,ZCTA5 01569,1569,Zip Code Area,Zip matches ZCTA,Uxbridge,MA,123576,67763
405,ZCTA5 01570,1570,Zip Code Area,Zip matches ZCTA,Webster,MA,80801,32103
406,ZCTA5 01571,1571,Zip Code Area,Zip matches ZCTA,Dudley,MA,103705,27313
407,ZCTA5 01581,1581,Zip Code Area,Zip matches ZCTA,Westborough,MA,156025,61131
408,ZCTA5 01583,1583,Zip Code Area,Zip matches ZCTA,West Boylston,MA,121801,51331
409,ZCTA5 01585,1585,Zip Code Area,Zip matches ZCTA,West Brookfield,MA,88935,25500
410,ZCTA5 01588,1588,Zip Code Area,Zip matches ZCTA,Whitinsville,MA,104982,42097
411,ZCTA5 01590,1590,Post Office or large volume customer,Spatial join to ZCTA,Manchaug,MA,122185,60457
412,ZCTA5 01590,1590,Zip Code Area,Zip matches ZCTA,Sutton,MA,122185,60457
413,ZCTA5 01602,1602,Zip Code Area,Zip matches ZCTA,Worcester,MA,90046,41895
414,ZCTA5 01603,1603,Zip Code Area,Zip matches ZCTA,Worcester,MA,57756,26662
415,ZCTA5 01604,1604,Zip Code Area,Zip matches ZCTA,Worcester,MA,66842,43295
416,ZCTA5 01605,1605,Zip Code Area,Zip matches ZCTA,Worcester,MA,49263,31920
417,ZCTA5 01605,1605,Post Office or large volume customer,Spatial join to ZCTA,Worcester,MA,49263,31920
418,ZCTA5 01605,1605,Post Office or large volume customer,Spatial join to ZCTA,Worcester,MA,49263,31920
419,ZCTA5 01605,1605,Post Office or large volume customer,Spatial join to ZCTA,Worcester,MA,49263,31920
420,ZCTA5 01605,1605,Post Office or large volume customer,Spatial join to ZCTA,Worcester,MA,49263,31920
421,ZCTA5 01606,1606,Zip Code Area,Zip matches ZCTA,Worcester,MA,101046,48695
422,ZCTA5 01607,1607,Zip Code Area,Zip matches ZCTA,Worcester,MA,70036,37866
423,ZCTA5 01608,1608,Post Office or large volume customer,Spatial join to ZCTA,Worcester,MA,20677,35855
424,ZCTA5 01608,1608,Zip Code Area,Zip matches ZCTA,Worcester,MA,20677,35855
425,ZCTA5 01608,1608,Post Office or large volume customer,Spatial join to ZCTA,Worcester,MA,20677,35855
426,ZCTA5 01609,1609,Zip Code Area,Zip matches ZCTA,Worcester,MA,78558,27009
427,ZCTA5 01610,1610,Zip Code Area,Zip matches ZCTA,Worcester,MA,41974,22807
428,ZCTA5 01611,1611,Zip Code Area,Zip matches ZCTA,Cherry Valley,MA,114324,58631
429,ZCTA5 01612,1612,Zip Code Area,Zip matches ZCTA,Paxton,MA,141964,85257
430,ZCTA5 01701,1701,Zip Code Area,Zip matches ZCTA,Framingham,MA,142720,53036
431,ZCTA5 01701,1701,Post Office or large volume customer,Spatial join to ZCTA,Framingham,MA,142720,53036
432,ZCTA5 01701,1701,Post Office or large volume customer,Spatial join to ZCTA,Framingham,MA,142720,53036
433,ZCTA5 01702,1702,Zip Code Area,Zip matches ZCTA,Framingham,MA,81662,49829
434,ZCTA5 01702,1702,Post Office or large volume customer,Spatial join to ZCTA,Framingham,MA,81662,49829
435,ZCTA5 01718,1718,Zip Code Area,Zip matches ZCTA,Acton,MA,143438,0
436,ZCTA5 01719,1719,Zip Code Area,Zip matches ZCTA,Boxborough,MA,190795,51212
437,ZCTA5 01720,1720,Zip Code Area,Zip matches ZCTA,Acton,MA,171370,59970
438,ZCTA5 01721,1721,Zip Code Area,Zip matches ZCTA,Ashland,MA,145100,73040
439,ZCTA5 01730,1730,Zip Code Area,Zip matches ZCTA,Bedford,MA,176908,78835
440,ZCTA5 01731,1731,Zip Code Area,Zip matches ZCTA,Hanscom AFB,MA,107083,0
441,ZCTA5 01740,1740,Zip Code Area,Zip matches ZCTA,Bolton,MA,185714,100208
442,ZCTA5 01741,1741,Zip Code Area,Zip matches ZCTA,Carlisle,MA,238803,0
443,ZCTA5 01742,1742,Zip Code Area,Zip matches ZCTA,Concord,MA,201991,65383
444,ZCTA5 01745,1745,Zip Code Area,Zip matches ZCTA,Fayville,MA,127500,123500
445,ZCTA5 01746,1746,Zip Code Area,Zip matches ZCTA,Holliston,MA,166176,50948
446,ZCTA5 01747,1747,Zip Code Area,Zip matches ZCTA,Hopedale,MA,117000,53480
447,ZCTA5 01748,1748,Zip Code Area,Zip matches ZCTA,Hopkinton,MA,206901,70744
448,ZCTA5 01748,1748,Post Office or large volume customer,Spatial join to ZCTA,Woodville,MA,206901,70744
449,ZCTA5 01749,1749,Zip Code Area,Zip matches ZCTA,Hudson,MA,130117,49295
450,ZCTA5 01752,1752,Zip Code Area,Zip matches ZCTA,Marlborough,MA,101700,48368
451,ZCTA5 01754,1754,Zip Code Area,Zip matches ZCTA,Maynard,MA,140353,49058
452,ZCTA5 01756,1756,Zip Code Area,Zip matches ZCTA,Mendon,MA,150573,68173
453,ZCTA5 01757,1757,Zip Code Area,Zip matches ZCTA,Milford,MA,100893,42191
454,ZCTA5 01760,1760,Zip Code Area,Zip matches ZCTA,Natick,MA,156239,59383
455,ZCTA5 01770,1770,Zip Code Area,Zip matches ZCTA,Sherborn,MA,225735,50000
456,ZCTA5 01772,1772,Zip Code Area,Zip matches ZCTA,Southborough,MA,185962,61964
457,ZCTA5 01773,1773,Zip Code Area,Zip matches ZCTA,Lincoln,MA,246591,61691
458,ZCTA5 01775,1775,Zip Code Area,Zip matches ZCTA,Stow,MA,151399,58194
459,ZCTA5 01776,1776,Zip Code Area,Zip matches ZCTA,Sudbury,MA,206033,56964
460,ZCTA5 01778,1778,Zip Code Area,Zip matches ZCTA,Wayland,MA,222672,72241
461,ZCTA5 01801,1801,Zip Code Area,Zip matches ZCTA,Woburn,MA,108489,63350
462,ZCTA5 01801,1801,Post Office or large volume customer,Spatial join to ZCTA,Woburn,MA,108489,63350
463,ZCTA5 01801,1801,Post Office or large volume customer,Spatial join to ZCTA,Woburn,MA,108489,63350
464,ZCTA5 01801,1801,Post Office or large volume customer,Spatial join to ZCTA,Woburn,MA,108489,63350
465,ZCTA5 01803,1803,Zip Code Area,Zip matches ZCTA,Burlington,MA,145377,51517
466,ZCTA5 01803,1803,Post Office or large volume customer,Spatial join to ZCTA,Burlington,MA,145377,51517
467,ZCTA5 01810,1810,Zip Code Area,Zip matches ZCTA,Andover,MA,186057,63438
468,ZCTA5 01810,1810,Post Office or large volume customer,Spatial join to ZCTA,Andover,MA,186057,63438
469,ZCTA5 01810,1810,Post Office or large volume customer,Spatial join to ZCTA,Andover,MA,186057,63438
470,ZCTA5 01810,1810,Post Office or large volume customer,Spatial join to ZCTA,Andover,MA,186057,63438
471,ZCTA5 01821,1821,Zip Code Area,Zip matches ZCTA,Billerica,MA,123935,71389
472,ZCTA5 01821,1821,Post Office or large volume customer,Spatial join to ZCTA,Billerica,MA,123935,71389
473,ZCTA5 01821,1821,Post Office or large volume customer,Spatial join to ZCTA,Nutting Lake,MA,123935,71389
474,ZCTA5 01821,1821,Post Office or large volume customer,Spatial join to ZCTA,Pinehurst,MA,123935,71389
475,ZCTA5 01824,1824,Zip Code Area,Zip matches ZCTA,Chelmsford,MA,146239,62750
476,ZCTA5 01826,1826,Zip Code Area,Zip matches ZCTA,Dracut,MA,105445,45972
477,ZCTA5 01827,1827,Zip Code Area,Zip matches ZCTA,Dunstable,MA,174375,51250
478,ZCTA5 01830,1830,Zip Code Area,Zip matches ZCTA,Haverhill,MA,88250,39261
479,ZCTA5 01830,1830,Post Office or large volume customer,Spatial join to ZCTA,Haverhill,MA,88250,39261
480,ZCTA5 01832,1832,Zip Code Area,Zip matches ZCTA,Haverhill,MA,78556,46103
481,ZCTA5 01833,1833,Zip Code Area,Zip matches ZCTA,Georgetown,MA,138472,58438
482,ZCTA5 01834,1834,Zip Code Area,Zip matches ZCTA,Groveland,MA,128582,65598
483,ZCTA5 01835,1835,Zip Code Area,Zip matches ZCTA,Haverhill,MA,86469,66623
484,ZCTA5 01840,1840,Zip Code Area,Zip matches ZCTA,Lawrence,MA,34301,16465
485,ZCTA5 01840,1840,Post Office or large volume customer,Spatial join to ZCTA,Lawrence,MA,34301,16465
486,ZCTA5 01841,1841,Zip Code Area,Zip matches ZCTA,Lawrence,MA,49063,16473
487,ZCTA5 01843,1843,Zip Code Area,Zip matches ZCTA,Lawrence,MA,57353,34792
488,ZCTA5 01844,1844,Zip Code Area,Zip matches ZCTA,Methuen,MA,97293,40768
489,ZCTA5 01845,1845,Zip Code Area,Zip matches ZCTA,North Andover,MA,150339,53852
490,ZCTA5 01850,1850,Zip Code Area,Zip matches ZCTA,Lowell,MA,63325,38059
491,ZCTA5 01851,1851,Zip Code Area,Zip matches ZCTA,Lowell,MA,80836,40709
492,ZCTA5 01852,1852,Zip Code Area,Zip matches ZCTA,Lowell,MA,78227,39943
493,ZCTA5 01852,1852,Post Office or large volume customer,Spatial join to ZCTA,Lowell,MA,78227,39943
494,ZCTA5 01854,1854,Zip Code Area,Zip matches ZCTA,Lowell,MA,64480,29439
495,ZCTA5 01860,1860,Zip Code Area,Zip matches ZCTA,Merrimac,MA,105801,37311
496,ZCTA5 01862,1862,Zip Code Area,Zip matches ZCTA,North Billerica,MA,122104,64375
497,ZCTA5 01863,1863,Zip Code Area,Zip matches ZCTA,North Chelmsford,MA,122603,61167
498,ZCTA5 01864,1864,Zip Code Area,Zip matches ZCTA,North Reading,MA,143398,58905
499,ZCTA5 01864,1864,Post Office or large volume customer,Spatial join to ZCTA,North Reading,MA,143398,58905
500,ZCTA5 01867,1867,Zip Code Area,Zip matches ZCTA,Reading,MA,163158,52112
501,ZCTA5 01876,1876,Zip Code Area,Zip matches ZCTA,Tewksbury,MA,126899,51598
502,ZCTA5 01879,1879,Zip Code Area,Zip matches ZCTA,Tyngsboro,MA,142680,46806
503,ZCTA5 01880,1880,Zip Code Area,Zip matches ZCTA,Wakefield,MA,130179,62083
504,ZCTA5 01886,1886,Zip Code Area,Zip matches ZCTA,Westford,MA,161410,46500
505,ZCTA5 01887,1887,Zip Code Area,Zip matches ZCTA,Wilmington,MA,147500,61404
506,ZCTA5 01890,1890,Zip Code Area,Zip matches ZCTA,Winchester,MA,221056,64949
507,ZCTA5 01901,1901,Zip Code Area,Zip matches ZCTA,Lynn,MA,41889,13487
508,ZCTA5 01902,1902,Zip Code Area,Zip matches ZCTA,Lynn,MA,66114,26094
509,ZCTA5 01902,1902,Post Office or large volume customer,Spatial join to ZCTA,Lynn,MA,66114,26094
510,ZCTA5 01904,1904,Zip Code Area,Zip matches ZCTA,Lynn,MA,99727,51064
511,ZCTA5 01905,1905,Zip Code Area,Zip matches ZCTA,Lynn,MA,65928,35184
512,ZCTA5 01905,1905,Post Office or large volume customer,Spatial join to ZCTA,Lynn,MA,65928,35184
513,ZCTA5 01906,1906,Zip Code Area,Zip matches ZCTA,Saugus,MA,101310,43738
514,ZCTA5 01907,1907,Zip Code Area,Zip matches ZCTA,Swampscott,MA,134185,52292
515,ZCTA5 01908,1908,Zip Code Area,Zip matches ZCTA,Nahant,MA,136821,66667
516,ZCTA5 01913,1913,Zip Code Area,Zip matches ZCTA,Amesbury,MA,106536,44757
517,ZCTA5 01915,1915,Zip Code Area,Zip matches ZCTA,Beverly,MA,119000,46457
518,ZCTA5 01915,1915,Post Office or large volume customer,Spatial join to ZCTA,Prides Crossing,MA,119000,46457
519,ZCTA5 01921,1921,Post Office or large volume customer,Spatial join to ZCTA,West Boxford,MA,195000,0
520,ZCTA5 01921,1921,Zip Code Area,Zip matches ZCTA,Boxford,MA,195000,0
521,ZCTA5 01922,1922,Zip Code Area,Zip matches ZCTA,Byfield,MA,234972,41250
522,ZCTA5 01923,1923,Zip Code Area,Zip matches ZCTA,Danvers,MA,115659,52726
523,ZCTA5 01929,1929,Zip Code Area,Zip matches ZCTA,Essex,MA,122917,65903
524,ZCTA5 01930,1930,Zip Code Area,Zip matches ZCTA,Gloucester,MA,96083,43051
525,ZCTA5 01930,1930,Post Office or large volume customer,Spatial join to ZCTA,Gloucester,MA,96083,43051
526,ZCTA5 01937,1937,Post Office or large volume customer,Zip matches ZCTA,Hathorne,MA,0,0
527,ZCTA5 01938,1938,Zip Code Area,Zip matches ZCTA,Ipswich,MA,135284,45183
528,ZCTA5 01940,1940,Zip Code Area,Zip matches ZCTA,Lynnfield,MA,161008,54931
529,ZCTA5 01944,1944,Zip Code Area,Zip matches ZCTA,Manchester,MA,218618,54646
530,ZCTA5 01945,1945,Zip Code Area,Zip matches ZCTA,Marblehead,MA,167250,60769
531,ZCTA5 01949,1949,Zip Code Area,Zip matches ZCTA,Middleton,MA,146856,85819
532,ZCTA5 01950,1950,Zip Code Area,Zip matches ZCTA,Newburyport,MA,139539,73365
533,ZCTA5 01951,1951,Zip Code Area,Zip matches ZCTA,Newbury,MA,121964,68750
534,ZCTA5 01952,1952,Zip Code Area,Zip matches ZCTA,Salisbury,MA,98581,57206
535,ZCTA5 01960,1960,Zip Code Area,Zip matches ZCTA,Peabody,MA,102908,43189
536,ZCTA5 01960,1960,Post Office or large volume customer,Spatial join to ZCTA,Peabody,MA,102908,43189
