,NAME,ZCTA,ZIP_TYPE,zip_join_type,PO_NAME,STATE,S1903_C03_015E,S1903_C03_034E
16469,ZCTA5 39208,39208,Post Office or large volume customer,Spatial join to ZCTA,Jackson,MS,61750,37408
16470,ZCTA5 39209,39209,Zip Code Area,Zip matches ZCTA,Jackson,MS,36362,21057
16471,ZCTA5 39209,39209,Post Office or large volume customer,Spatial join to ZCTA,Jackson,MS,36362,21057
16472,ZCTA5 39211,39211,Zip Code Area,Zip matches ZCTA,Jackson,MS,79067,43464
16473,ZCTA5 39211,39211,Post Office or large volume customer,Spatial join to ZCTA,Jackson,MS,79067,43464
16474,ZCTA5 39212,39212,Zip Code Area,Zip matches ZCTA,Jackson,MS,57722,34982
16475,ZCTA5 39212,39212,Post Office or large volume customer,Spatial join to ZCTA,Jackson,MS,57722,34982
16476,ZCTA5 39213,39213,Zip Code Area,Zip matches ZCTA,Jackson,MS,33849,18411
16477,ZCTA5 39213,39213,Post Office or large volume customer,Spatial join to ZCTA,Jackson,MS,33849,18411
16478,ZCTA5 39216,39216,Zip Code Area,Zip matches ZCTA,Jackson,MS,104240,28994
16479,ZCTA5 39216,39216,Post Office or large volume customer,Spatial join to ZCTA,Jackson,MS,104240,28994
16480,ZCTA5 39217,39217,Zip Code Area,Zip matches ZCTA,Jackson,MS,0,0
16481,ZCTA5 39218,39218,Zip Code Area,Zip matches ZCTA,Richland,MS,59522,35189
16482,ZCTA5 39232,39232,Zip Code Area,Zip matches ZCTA,Flowood,MS,101091,32574
16483,ZCTA5 39269,39269,Post Office or large volume customer,Zip matches ZCTA,Jackson,MS,0,0
16484,ZCTA5 39272,39272,Zip Code Area,Zip matches ZCTA,Byram,MS,78492,50802
16485,ZCTA5 39301,39301,Zip Code Area,Zip matches ZCTA,Meridian,MS,49890,23647
16486,ZCTA5 39301,39301,Post Office or large volume customer,Spatial join to ZCTA,Meridian,MS,49890,23647
16487,ZCTA5 39301,39301,Post Office or large volume customer,Spatial join to ZCTA,Meridian,MS,49890,23647
16488,ZCTA5 39305,39305,Zip Code Area,Zip matches ZCTA,Meridian,MS,74375,26749
16489,ZCTA5 39307,39307,Post Office or large volume customer,Spatial join to ZCTA,Meridian,MS,33842,15084
16490,ZCTA5 39307,39307,Zip Code Area,Zip matches ZCTA,Meridian,MS,33842,15084
16491,ZCTA5 39309,39309,Zip Code Area,Zip matches ZCTA,Meridian,MS,0,0
16492,ZCTA5 39320,39320,Zip Code Area,Zip matches ZCTA,Bailey,MS,43550,132578
16493,ZCTA5 39322,39322,Zip Code Area,Zip matches ZCTA,Buckatunna,MS,47265,13399
16494,ZCTA5 39323,39323,Zip Code Area,Zip matches ZCTA,Chunky,MS,43897,17250
16495,ZCTA5 39325,39325,Zip Code Area,Zip matches ZCTA,Collinsville,MS,73571,14980
16496,ZCTA5 39326,39326,Zip Code Area,Zip matches ZCTA,Daleville,MS,0,0
16497,ZCTA5 39327,39327,Zip Code Area,Zip matches ZCTA,Decatur,MS,85578,30747
16498,ZCTA5 39328,39328,Zip Code Area,Zip matches ZCTA,De Kalb,MS,29758,14866
16499,ZCTA5 39330,39330,Zip Code Area,Zip matches ZCTA,Enterprise,MS,73102,24654
16500,ZCTA5 39332,39332,Zip Code Area,Zip matches ZCTA,Hickory,MS,77045,40822
16501,ZCTA5 39335,39335,Zip Code Area,Zip matches ZCTA,Lauderdale,MS,83688,0
16502,ZCTA5 39336,39336,Zip Code Area,Zip matches ZCTA,Lawrence,MS,46000,25114
16503,ZCTA5 39337,39337,Zip Code Area,Zip matches ZCTA,Little Rock,MS,58750,30588
16504,ZCTA5 39338,39338,Zip Code Area,Zip matches ZCTA,Louin,MS,43553,17661
16505,ZCTA5 39339,39339,Zip Code Area,Zip matches ZCTA,Louisville,MS,46497,23789
16506,ZCTA5 39341,39341,Zip Code Area,Zip matches ZCTA,Macon,MS,40813,16250
16507,ZCTA5 39342,39342,Zip Code Area,Zip matches ZCTA,Marion,MS,60284,27875
16508,ZCTA5 39345,39345,Zip Code Area,Zip matches ZCTA,Newton,MS,41519,30137
16509,ZCTA5 39346,39346,Zip Code Area,Zip matches ZCTA,Noxapater,MS,47833,22292
16510,ZCTA5 39347,39347,Zip Code Area,Zip matches ZCTA,Pachuta,MS,39078,9474
16511,ZCTA5 39348,39348,Zip Code Area,Zip matches ZCTA,Paulding,MS,26125,18109
16512,ZCTA5 39350,39350,Zip Code Area,Zip matches ZCTA,Philadelphia,MS,49714,19926
16513,ZCTA5 39352,39352,Zip Code Area,Zip matches ZCTA,Porterville,MS,56708,35098
16514,ZCTA5 39354,39354,Zip Code Area,Zip matches ZCTA,Preston,MS,55309,24762
16515,ZCTA5 39355,39355,Zip Code Area,Zip matches ZCTA,Quitman,MS,53880,17399
16516,ZCTA5 39356,39356,Zip Code Area,Zip matches ZCTA,Rose Hill,MS,76191,18950
16517,ZCTA5 39358,39358,Zip Code Area,Zip matches ZCTA,Scooba,MS,96813,18829
16518,ZCTA5 39359,39359,Zip Code Area,Zip matches ZCTA,Sebastopol,MS,71250,31250
16519,ZCTA5 39360,39360,Zip Code Area,Zip matches ZCTA,Shubuta,MS,36200,19205
16520,ZCTA5 39361,39361,Zip Code Area,Zip matches ZCTA,Shuqualak,MS,63826,27813
16521,ZCTA5 39362,39362,Zip Code Area,Zip matches ZCTA,State Line,MS,0,48131
16522,ZCTA5 39363,39363,Zip Code Area,Zip matches ZCTA,Stonewall,MS,55039,14661
16523,ZCTA5 39364,39364,Zip Code Area,Zip matches ZCTA,Toomsuba,MS,54444,7798
16524,ZCTA5 39365,39365,Zip Code Area,Zip matches ZCTA,Union,MS,54010,18042
16525,ZCTA5 39366,39366,Zip Code Area,Zip matches ZCTA,Vossburg,MS,60134,19180
16526,ZCTA5 39367,39367,Post Office or large volume customer,Spatial join to ZCTA,Clara,MS,49678,15469
16527,ZCTA5 39367,39367,Zip Code Area,Zip matches ZCTA,Waynesboro,MS,49678,15469
16528,ZCTA5 39401,39401,Zip Code Area,Zip matches ZCTA,Hattiesburg,MS,40771,24247
16529,ZCTA5 39401,39401,Post Office or large volume customer,Spatial join to ZCTA,Hattiesburg,MS,40771,24247
16530,ZCTA5 39401,39401,Post Office or large volume customer,Spatial join to ZCTA,Hattiesburg,MS,40771,24247
16531,ZCTA5 39402,39402,Zip Code Area,Zip matches ZCTA,Hattiesburg,MS,82884,31739
16532,ZCTA5 39402,39402,Post Office or large volume customer,Spatial join to ZCTA,Hattiesburg,MS,82884,31739
16533,ZCTA5 39406,39406,Zip Code Area,Zip matches ZCTA,Hattiesburg,MS,0,0
16534,ZCTA5 39421,39421,Zip Code Area,Zip matches ZCTA,Bassfield,MS,49181,17784
16535,ZCTA5 39422,39422,Zip Code Area,Zip matches ZCTA,Bay Springs,MS,53075,19276
16536,ZCTA5 39423,39423,Zip Code Area,Zip matches ZCTA,Beaumont,MS,47722,49188
16537,ZCTA5 39425,39425,Zip Code Area,Zip matches ZCTA,Brooklyn,MS,60946,13192
16538,ZCTA5 39426,39426,Zip Code Area,Zip matches ZCTA,Carriere,MS,77062,22207
16539,ZCTA5 39426,39426,Post Office or large volume customer,Spatial join to ZCTA,Mc Neill,MS,77062,22207
16540,ZCTA5 39427,39427,Zip Code Area,Zip matches ZCTA,Carson,MS,52356,20855
16541,ZCTA5 39428,39428,Zip Code Area,Zip matches ZCTA,Collins,MS,37688,13180
16542,ZCTA5 39429,39429,Zip Code Area,Zip matches ZCTA,Columbia,MS,44555,19890
16543,ZCTA5 39437,39437,Zip Code Area,Zip matches ZCTA,Ellisville,MS,64578,26250
16544,ZCTA5 39439,39439,Zip Code Area,Zip matches ZCTA,Heidelberg,MS,34872,17670
16545,ZCTA5 39440,39440,Zip Code Area,Zip matches ZCTA,Laurel,MS,42481,25727
16546,ZCTA5 39440,39440,Post Office or large volume customer,Spatial join to ZCTA,Laurel,MS,42481,25727
16547,ZCTA5 39440,39440,Post Office or large volume customer,Spatial join to ZCTA,Laurel,MS,42481,25727
16548,ZCTA5 39443,39443,Zip Code Area,Zip matches ZCTA,Laurel,MS,65422,23507
16549,ZCTA5 39451,39451,Zip Code Area,Zip matches ZCTA,Leakesville,MS,60346,18886
16550,ZCTA5 39452,39452,Zip Code Area,Zip matches ZCTA,Lucedale,MS,57838,21380
16551,ZCTA5 39455,39455,Zip Code Area,Zip matches ZCTA,Lumberton,MS,59276,14002
16552,ZCTA5 39456,39456,Zip Code Area,Zip matches ZCTA,Mc Lain,MS,55625,21932
16553,ZCTA5 39459,39459,Zip Code Area,Zip matches ZCTA,Moselle,MS,46912,26818
16554,ZCTA5 39461,39461,Zip Code Area,Zip matches ZCTA,Neely,MS,0,43134
16555,ZCTA5 39462,39462,Zip Code Area,Zip matches ZCTA,New Augusta,MS,133500,20389
16556,ZCTA5 39464,39464,Zip Code Area,Zip matches ZCTA,Ovett,MS,53564,52690
16557,ZCTA5 39465,39465,Post Office or large volume customer,Spatial join to ZCTA,Eastabuchie,MS,64104,38534
16558,ZCTA5 39465,39465,Zip Code Area,Zip matches ZCTA,Petal,MS,64104,38534
16559,ZCTA5 39466,39466,Post Office or large volume customer,Spatial join to ZCTA,Nicholson,MS,57238,21926
16560,ZCTA5 39466,39466,Zip Code Area,Zip matches ZCTA,Picayune,MS,57238,21926
16561,ZCTA5 39470,39470,Zip Code Area,Zip matches ZCTA,Poplarville,MS,55830,33292
16562,ZCTA5 39474,39474,Zip Code Area,Zip matches ZCTA,Prentiss,MS,44750,15925
16563,ZCTA5 39475,39475,Zip Code Area,Zip matches ZCTA,Purvis,MS,67083,27633
16564,ZCTA5 39476,39476,Zip Code Area,Zip matches ZCTA,Richton,MS,49659,21838
16565,ZCTA5 39477,39477,Post Office or large volume customer,Zip matches ZCTA,Sandersville,MS,44327,20000
16566,ZCTA5 39478,39478,Zip Code Area,Zip matches ZCTA,Sandy Hook,MS,42272,15573
16567,ZCTA5 39479,39479,Zip Code Area,Zip matches ZCTA,Seminary,MS,45913,0
16568,ZCTA5 39480,39480,Zip Code Area,Zip matches ZCTA,Soso,MS,68520,21669
16569,ZCTA5 39481,39481,Post Office or large volume customer,Spatial join to ZCTA,Moss,MS,90486,41250
16570,ZCTA5 39481,39481,Zip Code Area,Zip matches ZCTA,Stringer,MS,90486,41250
16571,ZCTA5 39482,39482,Zip Code Area,Zip matches ZCTA,Sumrall,MS,69555,28641
16572,ZCTA5 39483,39483,Zip Code Area,Zip matches ZCTA,Foxworth,MS,33958,19375
16573,ZCTA5 39501,39501,Zip Code Area,Zip matches ZCTA,Gulfport,MS,30821,21626
16574,ZCTA5 39501,39501,Post Office or large volume customer,Spatial join to ZCTA,Gulfport,MS,30821,21626
16575,ZCTA5 39503,39503,Zip Code Area,Zip matches ZCTA,Gulfport,MS,60976,35212
16576,ZCTA5 39503,39503,Post Office or large volume customer,Spatial join to ZCTA,Gulfport,MS,60976,35212
16577,ZCTA5 39507,39507,Post Office or large volume customer,Spatial join to ZCTA,Gulfport,MS,60066,31508
16578,ZCTA5 39507,39507,Zip Code Area,Zip matches ZCTA,Gulfport,MS,60066,31508
16579,ZCTA5 39520,39520,Zip Code Area,Zip matches ZCTA,Bay Saint Louis,MS,51365,35137
16580,ZCTA5 39520,39520,Post Office or large volume customer,Spatial join to ZCTA,Bay Saint Louis,MS,51365,35137
16581,ZCTA5 39520,39520,Post Office or large volume customer,Spatial join to ZCTA,Lakeshore,MS,51365,35137
16582,ZCTA5 39525,39525,Zip Code Area,Zip matches ZCTA,Diamondhead,MS,86927,34762
16583,ZCTA5 39530,39530,Zip Code Area,Zip matches ZCTA,Biloxi,MS,40116,21819
16584,ZCTA5 39530,39530,Post Office or large volume customer,Spatial join to ZCTA,Biloxi,MS,40116,21819
16585,ZCTA5 39531,39531,Zip Code Area,Zip matches ZCTA,Biloxi,MS,62409,31852
16586,ZCTA5 39531,39531,Post Office or large volume customer,Spatial join to ZCTA,Biloxi,MS,62409,31852
16587,ZCTA5 39532,39532,Zip Code Area,Zip matches ZCTA,Biloxi,MS,67908,43182
16588,ZCTA5 39534,39534,Zip Code Area,Zip matches ZCTA,Biloxi,MS,0,0
16589,ZCTA5 39540,39540,Zip Code Area,Zip matches ZCTA,Diberville,MS,64280,37285
16590,ZCTA5 39553,39553,Zip Code Area,Zip matches ZCTA,Gautier,MS,64985,32528
16591,ZCTA5 39556,39556,Post Office or large volume customer,Spatial join to ZCTA,Stennis Space Center,MS,62458,16811
16592,ZCTA5 39556,39556,Zip Code Area,Spatial join to ZCTA,Stennis Space Center,MS,62458,16811
16593,ZCTA5 39556,39556,Zip Code Area,Zip matches ZCTA,Kiln,MS,62458,16811
16594,ZCTA5 39560,39560,Zip Code Area,Zip matches ZCTA,Long Beach,MS,74221,37701
16595,ZCTA5 39561,39561,Zip Code Area,Zip matches ZCTA,Mc Henry,MS,50439,24205
16596,ZCTA5 39562,39562,Post Office or large volume customer,Spatial join to ZCTA,Hurley,MS,61889,20863
16597,ZCTA5 39562,39562,Zip Code Area,Zip matches ZCTA,Moss Point,MS,61889,20863
16598,ZCTA5 39563,39563,Post Office or large volume customer,Spatial join to ZCTA,Escatawpa,MS,60024,27152
16599,ZCTA5 39563,39563,Zip Code Area,Zip matches ZCTA,Moss Point,MS,60024,27152
16600,ZCTA5 39564,39564,Zip Code Area,Zip matches ZCTA,Ocean Springs,MS,76942,43762
16601,ZCTA5 39564,39564,Post Office or large volume customer,Spatial join to ZCTA,Ocean Springs,MS,76942,43762
16602,ZCTA5 39565,39565,Zip Code Area,Zip matches ZCTA,Vancleave,MS,83618,26532
16603,ZCTA5 39567,39567,Zip Code Area,Zip matches ZCTA,Pascagoula,MS,67261,24026
16604,ZCTA5 39567,39567,Post Office or large volume customer,Spatial join to ZCTA,Pascagoula,MS,67261,24026
16605,ZCTA5 39567,39567,Post Office or large volume customer,Spatial join to ZCTA,Pascagoula,MS,67261,24026
16606,ZCTA5 39567,39567,Post Office or large volume customer,Spatial join to ZCTA,Pascagoula,MS,67261,24026
16607,ZCTA5 39571,39571,Zip Code Area,Zip matches ZCTA,Pass Christian,MS,60708,27405
16608,ZCTA5 39572,39572,Zip Code Area,Zip matches ZCTA,Pearlington,MS,58125,42688
16609,ZCTA5 39573,39573,Zip Code Area,Zip matches ZCTA,Perkinston,MS,69854,38106
16610,ZCTA5 39574,39574,Zip Code Area,Zip matches ZCTA,Saucier,MS,62614,29397
16611,ZCTA5 39576,39576,Zip Code Area,Zip matches ZCTA,Waveland,MS,89858,25365
16612,ZCTA5 39577,39577,Zip Code Area,Zip matches ZCTA,Wiggins,MS,39978,19333
16613,ZCTA5 39581,39581,Zip Code Area,Zip matches ZCTA,Pascagoula,MS,42167,26840
16614,ZCTA5 39601,39601,Zip Code Area,Zip matches ZCTA,Brookhaven,MS,49773,18343
16615,ZCTA5 39601,39601,Post Office or large volume customer,Spatial join to ZCTA,Brookhaven,MS,49773,18343
16616,ZCTA5 39601,39601,Post Office or large volume customer,Spatial join to ZCTA,Brookhaven,MS,49773,18343
16617,ZCTA5 39629,39629,Zip Code Area,Zip matches ZCTA,Bogue Chitto,MS,76715,14289
16618,ZCTA5 39630,39630,Zip Code Area,Zip matches ZCTA,Bude,MS,20769,24773
16619,ZCTA5 39631,39631,Zip Code Area,Zip matches ZCTA,Centreville,MS,40333,23207
16620,ZCTA5 39633,39633,Zip Code Area,Zip matches ZCTA,Crosby,MS,0,0
16621,ZCTA5 39635,39635,Post Office or large volume customer,Zip matches ZCTA,Fernwood,MS,0,0
16622,ZCTA5 39638,39638,Zip Code Area,Zip matches ZCTA,Gloster,MS,50982,17066
16623,ZCTA5 39641,39641,Zip Code Area,Zip matches ZCTA,Jayess,MS,41942,0
16624,ZCTA5 39643,39643,Zip Code Area,Zip matches ZCTA,Kokomo,MS,42283,13750
16625,ZCTA5 39645,39645,Zip Code Area,Zip matches ZCTA,Liberty,MS,44485,13512
16626,ZCTA5 39647,39647,Zip Code Area,Zip matches ZCTA,Mc Call Creek,MS,71518,2500
16627,ZCTA5 39648,39648,Zip Code Area,Zip matches ZCTA,McComb,MS,40657,22532
16628,ZCTA5 39648,39648,Post Office or large volume customer,Spatial join to ZCTA,McComb,MS,40657,22532
16629,ZCTA5 39652,39652,Post Office or large volume customer,Spatial join to ZCTA,Chatawa,MS,45628,15962
16630,ZCTA5 39652,39652,Zip Code Area,Zip matches ZCTA,Magnolia,MS,45628,15962
16631,ZCTA5 39653,39653,Zip Code Area,Zip matches ZCTA,Meadville,MS,44803,0
16632,ZCTA5 39654,39654,Zip Code Area,Zip matches ZCTA,Monticello,MS,34821,17895
16633,ZCTA5 39656,39656,Zip Code Area,Zip matches ZCTA,Oak Vale,MS,58163,0
16634,ZCTA5 39657,39657,Zip Code Area,Zip matches ZCTA,Osyka,MS,34063,0
16635,ZCTA5 39661,39661,Zip Code Area,Zip matches ZCTA,Roxie,MS,36250,0
16636,ZCTA5 39662,39662,Zip Code Area,Zip matches ZCTA,Ruth,MS,73915,0
16637,ZCTA5 39663,39663,Zip Code Area,Zip matches ZCTA,Silver Creek,MS,54054,0
16638,ZCTA5 39664,39664,Zip Code Area,Zip matches ZCTA,Smithdale,MS,53977,20766
16639,ZCTA5 39665,39665,Zip Code Area,Zip matches ZCTA,Sontag,MS,37039,13125
16640,ZCTA5 39666,39666,Zip Code Area,Zip matches ZCTA,Summit,MS,51400,17798
16641,ZCTA5 39667,39667,Zip Code Area,Zip matches ZCTA,Tylertown,MS,54444,13374
16642,ZCTA5 39668,39668,Zip Code Area,Zip matches ZCTA,Union Church,MS,65502,0
16643,ZCTA5 39669,39669,Zip Code Area,Zip matches ZCTA,Woodville,MS,37679,25598
16644,ZCTA5 39701,39701,Zip Code Area,Zip matches ZCTA,Columbus,MS,47180,15030
16645,ZCTA5 39701,39701,Post Office or large volume customer,Spatial join to ZCTA,Columbus,MS,47180,15030
16646,ZCTA5 39702,39702,Zip Code Area,Zip matches ZCTA,Columbus,MS,59903,21538
16647,ZCTA5 39702,39702,Post Office or large volume customer,Spatial join to ZCTA,Columbus,MS,59903,21538
16648,ZCTA5 39705,39705,Zip Code Area,Zip matches ZCTA,Columbus,MS,76047,42585
16649,ZCTA5 39705,39705,Zip Code Area,Spatial join to ZCTA,Columbus,MS,76047,42585
16650,ZCTA5 39730,39730,Zip Code Area,Zip matches ZCTA,Aberdeen,MS,56550,19479
16651,ZCTA5 39735,39735,Zip Code Area,Zip matches ZCTA,Ackerman,MS,63250,21455
16652,ZCTA5 39736,39736,Post Office or large volume customer,Zip matches ZCTA,Artesia,MS,0,16724
16653,ZCTA5 39737,39737,Post Office or large volume customer,Zip matches ZCTA,Bellefontaine,MS,66434,0
16654,ZCTA5 39739,39739,Zip Code Area,Zip matches ZCTA,Brooksville,MS,35926,0
16655,ZCTA5 39740,39740,Zip Code Area,Zip matches ZCTA,Caledonia,MS,88013,24063
16656,ZCTA5 39741,39741,Zip Code Area,Zip matches ZCTA,Cedarbluff,MS,0,14706
16657,ZCTA5 39743,39743,Zip Code Area,Zip matches ZCTA,Crawford,MS,42465,22917
16658,ZCTA5 39744,39744,Zip Code Area,Zip matches ZCTA,Eupora,MS,55208,21719
16659,ZCTA5 39745,39745,Zip Code Area,Zip matches ZCTA,French Camp,MS,82417,11036
16660,ZCTA5 39746,39746,Zip Code Area,Zip matches ZCTA,Hamilton,MS,59700,25682
16661,ZCTA5 39747,39747,Zip Code Area,Zip matches ZCTA,Kilmichael,MS,42841,20455
16662,ZCTA5 39750,39750,Zip Code Area,Zip matches ZCTA,Maben,MS,59762,16791
16663,ZCTA5 39751,39751,Zip Code Area,Zip matches ZCTA,Mantee,MS,66458,33000
16664,ZCTA5 39752,39752,Zip Code Area,Zip matches ZCTA,Mathiston,MS,63871,21064
16665,ZCTA5 39755,39755,Zip Code Area,Zip matches ZCTA,Pheba,MS,48558,37679
16666,ZCTA5 39756,39756,Zip Code Area,Zip matches ZCTA,Prairie,MS,37888,26643
16667,ZCTA5 39759,39759,Post Office or large volume customer,Spatial join to ZCTA,Mayhew,MS,64196,18763
16668,ZCTA5 39759,39759,Zip Code Area,Zip matches ZCTA,Starkville,MS,64196,18763
16669,ZCTA5 39760,39760,Post Office or large volume customer,Zip matches ZCTA,Starkville,MS,0,0
16670,ZCTA5 39762,39762,Zip Code Area,Zip matches ZCTA,Mississippi State,MS,0,0
16671,ZCTA5 39766,39766,Zip Code Area,Zip matches ZCTA,Steens,MS,71071,31136
16672,ZCTA5 39767,39767,Zip Code Area,Zip matches ZCTA,Stewart,MS,51761,16387
16673,ZCTA5 39769,39769,Zip Code Area,Zip matches ZCTA,Sturgis,MS,65099,0
16674,ZCTA5 39771,39771,Post Office or large volume customer,Zip matches ZCTA,Walthall,MS,0,0
16675,ZCTA5 39772,39772,Zip Code Area,Zip matches ZCTA,Weir,MS,41250,26688
16676,ZCTA5 39773,39773,Post Office or large volume customer,Spatial join to ZCTA,Montpelier,MS,45205,23516
16677,ZCTA5 39773,39773,Zip Code Area,Zip matches ZCTA,West Point,MS,45205,23516
16678,ZCTA5 39776,39776,Zip Code Area,Zip matches ZCTA,Woodland,MS,46250,17679
16679,ZCTA5 39813,39813,Zip Code Area,Zip matches ZCTA,Arlington,GA,55441,0
16680,ZCTA5 39815,39815,Zip Code Area,Zip matches ZCTA,Attapulgus,GA,57969,0
16681,ZCTA5 39817,39817,Zip Code Area,Zip matches ZCTA,Bainbridge,GA,46808,17864
16682,ZCTA5 39817,39817,Post Office or large volume customer,Spatial join to ZCTA,Bainbridge,GA,46808,17864
16683,ZCTA5 39819,39819,Zip Code Area,Zip matches ZCTA,Bainbridge,GA,53594,30213
16684,ZCTA5 39819,39819,Post Office or large volume customer,Spatial join to ZCTA,Fowlstown,GA,53594,30213
16685,ZCTA5 39823,39823,Zip Code Area,Zip matches ZCTA,Blakely,GA,38507,20633
16686,ZCTA5 39823,39823,Post Office or large volume customer,Spatial join to ZCTA,Cedar Springs,GA,38507,20633
16687,ZCTA5 39824,39824,Zip Code Area,Zip matches ZCTA,Bluffton,GA,75150,40816
16688,ZCTA5 39825,39825,Zip Code Area,Zip matches ZCTA,Brinson,GA,64107,27000
16689,ZCTA5 39826,39826,Zip Code Area,Zip matches ZCTA,Bronwood,GA,56607,17061
16690,ZCTA5 39827,39827,Zip Code Area,Zip matches ZCTA,Cairo,GA,70162,30781
16691,ZCTA5 39828,39828,Zip Code Area,Zip matches ZCTA,Cairo,GA,58357,16883
16692,ZCTA5 39828,39828,Post Office or large volume customer,Spatial join to ZCTA,Calvary,GA,58357,16883
16693,ZCTA5 39834,39834,Zip Code Area,Zip matches ZCTA,Climax,GA,48333,19432
16694,ZCTA5 39836,39836,Zip Code Area,Zip matches ZCTA,Coleman,GA,90462,0
16695,ZCTA5 39837,39837,Zip Code Area,Zip matches ZCTA,Colquitt,GA,59254,18536
16696,ZCTA5 39840,39840,Zip Code Area,Zip matches ZCTA,Cuthbert,GA,34620,16484
16697,ZCTA5 39841,39841,Zip Code Area,Zip matches ZCTA,Damascus,GA,40903,0
16698,ZCTA5 39842,39842,Zip Code Area,Zip matches ZCTA,Dawson,GA,35761,25774
16699,ZCTA5 39845,39845,Zip Code Area,Zip matches ZCTA,Donalsonville,GA,43652,27639
16700,ZCTA5 39846,39846,Zip Code Area,Zip matches ZCTA,Edison,GA,40156,22656
16701,ZCTA5 39851,39851,Zip Code Area,Zip matches ZCTA,Fort Gaines,GA,34848,16250
16702,ZCTA5 39854,39854,Zip Code Area,Zip matches ZCTA,Georgetown,GA,55417,27904
16703,ZCTA5 39859,39859,Zip Code Area,Zip matches ZCTA,Iron City,GA,45938,17679
16704,ZCTA5 39861,39861,Zip Code Area,Zip matches ZCTA,Jakin,GA,40972,17813
16705,ZCTA5 39862,39862,Zip Code Area,Zip matches ZCTA,Leary,GA,52426,18654
16706,ZCTA5 39866,39866,Zip Code Area,Zip matches ZCTA,Morgan,GA,57750,16375
16707,ZCTA5 39867,39867,Zip Code Area,Zip matches ZCTA,Morris,GA,0,0
16708,ZCTA5 39870,39870,Zip Code Area,Zip matches ZCTA,Newton,GA,56250,12115
16709,ZCTA5 39877,39877,Zip Code Area,Zip matches ZCTA,Parrott,GA,52344,17143
16710,ZCTA5 39885,39885,Post Office or large volume customer,Zip matches ZCTA,Sasser,GA,0,0
16711,ZCTA5 39886,39886,Zip Code Area,Zip matches ZCTA,Shellman,GA,38295,33333
16712,ZCTA5 39897,39897,Zip Code Area,Zip matches ZCTA,Whigham,GA,45964,37674
16713,ZCTA5 40003,40003,Zip Code Area,Zip matches ZCTA,Bagdad,KY,75000,80720
16714,ZCTA5 40004,40004,Zip Code Area,Zip matches ZCTA,Bardstown,KY,73332,32125
16715,ZCTA5 40006,40006,Zip Code Area,Zip matches ZCTA,Bedford,KY,66486,39028
16716,ZCTA5 40007,40007,Zip Code Area,Zip matches ZCTA,Bethlehem,KY,0,0
16717,ZCTA5 40008,40008,Zip Code Area,Zip matches ZCTA,Bloomfield,KY,58889,34542
16718,ZCTA5 40009,40009,Zip Code Area,Zip matches ZCTA,Bradfordsville,KY,63472,0
16719,ZCTA5 40010,40010,Zip Code Area,Zip matches ZCTA,Buckner,KY,114732,0
16720,ZCTA5 40011,40011,Zip Code Area,Zip matches ZCTA,Campbellsburg,KY,65614,16026
16721,ZCTA5 40012,40012,Zip Code Area,Zip matches ZCTA,Chaplin,KY,53214,0
16722,ZCTA5 40013,40013,Zip Code Area,Zip matches ZCTA,Coxs Creek,KY,83276,50500
16723,ZCTA5 40014,40014,Zip Code Area,Zip matches ZCTA,Crestwood,KY,115000,42554
16724,ZCTA5 40019,40019,Zip Code Area,Zip matches ZCTA,Eminence,KY,64830,28523
16725,ZCTA5 40020,40020,Post Office or large volume customer,Zip matches ZCTA,Fairfield,KY,75959,0
16726,ZCTA5 40022,40022,Zip Code Area,Zip matches ZCTA,Finchville,KY,125857,0
16727,ZCTA5 40023,40023,Zip Code Area,Zip matches ZCTA,Fisherville,KY,127611,67083
16728,ZCTA5 40025,40025,Zip Code Area,Zip matches ZCTA,Glenview,KY,250000,0
16729,ZCTA5 40026,40026,Zip Code Area,Zip matches ZCTA,Goshen,KY,127300,53295
16730,ZCTA5 40031,40031,Zip Code Area,Zip matches ZCTA,La Grange,KY,90300,40325
16731,ZCTA5 40031,40031,Post Office or large volume customer,Spatial join to ZCTA,La Grange,KY,90300,40325
16732,ZCTA5 40033,40033,Zip Code Area,Zip matches ZCTA,Lebanon,KY,59679,24527
16733,ZCTA5 40036,40036,Zip Code Area,Zip matches ZCTA,Lockport,KY,62411,0
16734,ZCTA5 40037,40037,Zip Code Area,Zip matches ZCTA,Loretto,KY,71283,23125
16735,ZCTA5 40040,40040,Zip Code Area,Zip matches ZCTA,Mackville,KY,34375,22012
16736,ZCTA5 40041,40041,Zip Code Area,Zip matches ZCTA,Masonic Home,KY,148838,20134
16737,ZCTA5 40045,40045,Zip Code Area,Zip matches ZCTA,Milton,KY,61571,21637
16738,ZCTA5 40046,40046,Zip Code Area,Zip matches ZCTA,Mount Eden,KY,86563,0
16739,ZCTA5 40047,40047,Zip Code Area,Zip matches ZCTA,Mount Washington,KY,90076,33500
16740,ZCTA5 40048,40048,Post Office or large volume customer,Zip matches ZCTA,Nazareth,KY,0,0
16741,ZCTA5 40049,40049,Post Office or large volume customer,Zip matches ZCTA,Nerinx,KY,0,0
16742,ZCTA5 40050,40050,Zip Code Area,Zip matches ZCTA,New Castle,KY,51029,0
16743,ZCTA5 40051,40051,Zip Code Area,Zip matches ZCTA,New Haven,KY,68580,25172
16744,ZCTA5 40052,40052,Zip Code Area,Zip matches ZCTA,New Hope,KY,0,0
16745,ZCTA5 40055,40055,Zip Code Area,Zip matches ZCTA,Pendleton,KY,66276,76149
